retriever,method,samples,right_rank,mean_answer_rank,mean_trap_rank,recall@3,violation_rate@3,recall_minus_violation@3,recall@5,violation_rate@5,recall_minus_violation@5,recall@7,violation_rate@7,recall_minus_violation@7,recall@9,violation_rate@9,recall_minus_violation@9,avg_recall_minus_violation,alpha,gamma,beta,candidate_top_n,recall_kept@3,violation_lower@3,recall_kept@5,violation_lower@5,recall_kept@7,violation_lower@7,recall_kept@9,violation_lower@9,recall_kept_all_k,violation_lower_all_k,goal_achieved_strict_all_k,avg_violation,avg_recall,avg_violation_lower,model,condition,source_csv
text-embedding-3-small-rewriter-gpt4o-mini,score_anti_rrf_no_target_c5_a0.25_b0.75,1000,0.916,24.895,45.309,0.825,0.058,0.7669999999999999,0.946,0.883,0.0629999999999999,0.953,0.9,0.0529999999999999,0.954,0.911,0.0429999999999999,0.2314999999999999,0.25,,0.75,5,False,True,True,False,True,False,True,False,False,False,False,0.6880000000000001,0.9195,True,text-embedding-3-small,baseline - q_trap,results/excluir_1000_text_embedding_3_small_rewriter_gpt4o_mini_v3_oracle_style_trap_no_target_top3579/score_anti_rrf_results.csv
text-embedding-3-small-rewriter-gpt4o-mini,score_anti_rrf_no_target_c5_a0.25_b1,1000,0.916,25.05,45.331,0.798,0.054,0.744,0.946,0.883,0.0629999999999999,0.953,0.9,0.0529999999999999,0.954,0.911,0.0429999999999999,0.2257499999999999,0.25,,1.0,5,False,True,True,False,True,False,True,False,False,False,False,0.687,0.91275,True,text-embedding-3-small,baseline - q_trap,results/excluir_1000_text_embedding_3_small_rewriter_gpt4o_mini_v3_oracle_style_trap_no_target_top3579/score_anti_rrf_results.csv
text-embedding-3-small-rewriter-gpt4o-mini,score_anti_rrf_no_target_c5_a0.5_b0.1,1000,0.73,24.478,43.063,0.931,0.746,0.185,0.946,0.883,0.0629999999999999,0.953,0.9,0.0529999999999999,0.954,0.911,0.0429999999999999,0.0859999999999999,0.5,,0.1,5,True,True,True,False,True,False,True,False,True,False,False,0.86,0.946,True,text-embedding-3-small,baseline - q_trap,results/excluir_1000_text_embedding_3_small_rewriter_gpt4o_mini_v3_oracle_style_trap_no_target_top3579/score_anti_rrf_results.csv
text-embedding-3-small-rewriter-gpt4o-mini,score_anti_rrf_no_target_c5_a0.5_b0.2,1000,0.792,24.425,43.44,0.927,0.647,0.28,0.946,0.883,0.0629999999999999,0.953,0.9,0.0529999999999999,0.954,0.911,0.0429999999999999,0.1097499999999999,0.5,,0.2,5,False,True,True,False,True,False,True,False,False,False,False,0.83525,0.9450000000000001,True,text-embedding-3-small,baseline - q_trap,results/excluir_1000_text_embedding_3_small_rewriter_gpt4o_mini_v3_oracle_style_trap_no_target_top3579/score_anti_rrf_results.csv
text-embedding-3-small-rewriter-gpt4o-mini,score_anti_rrf_no_target_c5_a0.5_b0.3,1000,0.842,24.391,43.778,0.927,0.544,0.383,0.946,0.883,0.0629999999999999,0.953,0.9,0.0529999999999999,0.954,0.911,0.0429999999999999,0.1354999999999999,0.5,,0.3,5,False,True,True,False,True,False,True,False,False,False,False,0.8095,0.9450000000000001,True,text-embedding-3-small,baseline - q_trap,results/excluir_1000_text_embedding_3_small_rewriter_gpt4o_mini_v3_oracle_style_trap_no_target_top3579/score_anti_rrf_results.csv
text-embedding-3-small-rewriter-gpt4o-mini,score_anti_rrf_no_target_c5_a0.5_b0.5,1000,0.902,24.409,44.502,0.924,0.343,0.581,0.946,0.883,0.0629999999999999,0.953,0.9,0.0529999999999999,0.954,0.911,0.0429999999999999,0.1849999999999999,0.5,,0.5,5,False,True,True,False,True,False,True,False,False,False,False,0.75925,0.94425,True,text-embedding-3-small,baseline - q_trap,results/excluir_1000_text_embedding_3_small_rewriter_gpt4o_mini_v3_oracle_style_trap_no_target_top3579/score_anti_rrf_results.csv
text-embedding-3-small-rewriter-gpt4o-mini,score_anti_rrf_no_target_c5_a0.5_b0.75,1000,0.914,24.591,45.142,0.874,0.096,0.778,0.946,0.883,0.0629999999999999,0.953,0.9,0.0529999999999999,0.954,0.911,0.0429999999999999,0.2342499999999999,0.5,,0.75,5,False,True,True,False,True,False,True,False,False,False,False,0.6975,0.9317499999999999,True,text-embedding-3-small,baseline - q_trap,results/excluir_1000_text_embedding_3_small_rewriter_gpt4o_mini_v3_oracle_style_trap_no_target_top3579/score_anti_rrf_results.csv
text-embedding-3-small-rewriter-gpt4o-mini,score_anti_rrf_no_target_c5_a0.5_b1,1000,0.913,24.697,45.248,0.857,0.07,0.7869999999999999,0.946,0.883,0.0629999999999999,0.953,0.9,0.0529999999999999,0.954,0.911,0.0429999999999999,0.2364999999999999,0.5,,1.0,5,False,True,True,False,True,False,True,False,False,False,False,0.6910000000000001,0.9275,True,text-embedding-3-small,baseline - q_trap,results/excluir_1000_text_embedding_3_small_rewriter_gpt4o_mini_v3_oracle_style_trap_no_target_top3579/score_anti_rrf_results.csv
text-embedding-3-small-rewriter-gpt4o-mini,score_anti_rrf_no_target_c5_a0.75_b0.1,1000,0.707,24.501,42.956,0.931,0.782,0.149,0.946,0.883,0.0629999999999999,0.953,0.9,0.0529999999999999,0.954,0.911,0.0429999999999999,0.0769999999999999,0.75,,0.1,5,True,True,True,False,True,False,True,False,True,False,False,0.869,0.946,True,text-embedding-3-small,baseline - q_trap,results/excluir_1000_text_embedding_3_small_rewriter_gpt4o_mini_v3_oracle_style_trap_no_target_top3579/score_anti_rrf_results.csv
text-embedding-3-small-rewriter-gpt4o-mini,score_anti_rrf_no_target_c5_a0.75_b0.2,1000,0.75,24.456,43.167,0.931,0.724,0.207,0.946,0.883,0.0629999999999999,0.953,0.9,0.0529999999999999,0.954,0.911,0.0429999999999999,0.0914999999999999,0.75,,0.2,5,True,True,True,False,True,False,True,False,True,False,False,0.8545,0.946,True,text-embedding-3-small,baseline - q_trap,results/excluir_1000_text_embedding_3_small_rewriter_gpt4o_mini_v3_oracle_style_trap_no_target_top3579/score_anti_rrf_results.csv
text-embedding-3-small-rewriter-gpt4o-mini,score_anti_rrf_no_target_c5_a0.75_b0.3,1000,0.792,24.425,43.44,0.927,0.647,0.28,0.946,0.883,0.0629999999999999,0.953,0.9,0.0529999999999999,0.954,0.911,0.0429999999999999,0.1097499999999999,0.75,,0.3,5,False,True,True,False,True,False,True,False,False,False,False,0.83525,0.9450000000000001,True,text-embedding-3-small,baseline - q_trap,results/excluir_1000_text_embedding_3_small_rewriter_gpt4o_mini_v3_oracle_style_trap_no_target_top3579/score_anti_rrf_results.csv
text-embedding-3-small-rewriter-gpt4o-mini,score_anti_rrf_no_target_c5_a0.75_b0.5,1000,0.851,24.386,43.885,0.925,0.516,0.409,0.946,0.883,0.0629999999999999,0.953,0.9,0.0529999999999999,0.954,0.911,0.0429999999999999,0.1419999999999999,0.75,,0.5,5,False,True,True,False,True,False,True,False,False,False,False,0.8025,0.9444999999999999,True,text-embedding-3-small,baseline - q_trap,results/excluir_1000_text_embedding_3_small_rewriter_gpt4o_mini_v3_oracle_style_trap_no_target_top3579/score_anti_rrf_results.csv
text-embedding-3-small-rewriter-gpt4o-mini,score_anti_rrf_no_target_c5_a0.75_b0.75,1000,0.902,24.409,44.502,0.924,0.343,0.581,0.946,0.883,0.0629999999999999,0.953,0.9,0.0529999999999999,0.954,0.911,0.0429999999999999,0.1849999999999999,0.75,,0.75,5,False,True,True,False,True,False,True,False,False,False,False,0.75925,0.94425,True,text-embedding-3-small,baseline - q_trap,results/excluir_1000_text_embedding_3_small_rewriter_gpt4o_mini_v3_oracle_style_trap_no_target_top3579/score_anti_rrf_results.csv
text-embedding-3-small-rewriter-gpt4o-mini,score_anti_rrf_no_target_c5_a0.75_b1,1000,0.914,24.541,45.045,0.887,0.133,0.754,0.946,0.883,0.0629999999999999,0.953,0.9,0.0529999999999999,0.954,0.911,0.0429999999999999,0.2282499999999999,0.75,,1.0,5,False,True,True,False,True,False,True,False,False,False,False,0.70675,0.935,True,text-embedding-3-small,baseline - q_trap,results/excluir_1000_text_embedding_3_small_rewriter_gpt4o_mini_v3_oracle_style_trap_no_target_top3579/score_anti_rrf_results.csv
text-embedding-3-small-rewriter-gpt4o-mini,score_anti_rrf_no_target_c5_a1_b0.1,1000,0.698,24.512,42.902,0.931,0.796,0.135,0.946,0.883,0.0629999999999999,0.953,0.9,0.0529999999999999,0.954,0.911,0.0429999999999999,0.0734999999999999,1.0,,0.1,5,True,True,True,False,True,False,True,False,True,False,False,0.8725,0.946,True,text-embedding-3-small,baseline - q_trap,results/excluir_1000_text_embedding_3_small_rewriter_gpt4o_mini_v3_oracle_style_trap_no_target_top3579/score_anti_rrf_results.csv
text-embedding-3-small-rewriter-gpt4o-mini,score_anti_rrf_no_target_c5_a1_b0.2,1000,0.73,24.478,43.063,0.931,0.746,0.185,0.946,0.883,0.0629999999999999,0.953,0.9,0.0529999999999999,0.954,0.911,0.0429999999999999,0.0859999999999999,1.0,,0.2,5,True,True,True,False,True,False,True,False,True,False,False,0.86,0.946,True,text-embedding-3-small,baseline - q_trap,results/excluir_1000_text_embedding_3_small_rewriter_gpt4o_mini_v3_oracle_style_trap_no_target_top3579/score_anti_rrf_results.csv
text-embedding-3-small-rewriter-gpt4o-mini,score_anti_rrf_no_target_c5_a1_b0.3,1000,0.756,24.453,43.245,0.93,0.696,0.2340000000000001,0.946,0.883,0.0629999999999999,0.953,0.9,0.0529999999999999,0.954,0.911,0.0429999999999999,0.0982499999999999,1.0,,0.3,5,False,True,True,False,True,False,True,False,False,False,False,0.8475,0.9457499999999999,True,text-embedding-3-small,baseline - q_trap,results/excluir_1000_text_embedding_3_small_rewriter_gpt4o_mini_v3_oracle_style_trap_no_target_top3579/score_anti_rrf_results.csv
text-embedding-3-small-rewriter-gpt4o-mini,score_anti_rrf_no_target_c5_a1_b0.5,1000,0.814,24.407,43.594,0.927,0.605,0.322,0.946,0.883,0.0629999999999999,0.953,0.9,0.0529999999999999,0.954,0.911,0.0429999999999999,0.1202499999999999,1.0,,0.5,5,False,True,True,False,True,False,True,False,False,False,False,0.82475,0.9450000000000001,True,text-embedding-3-small,baseline - q_trap,results/excluir_1000_text_embedding_3_small_rewriter_gpt4o_mini_v3_oracle_style_trap_no_target_top3579/score_anti_rrf_results.csv
text-embedding-3-small-rewriter-gpt4o-mini,score_anti_rrf_no_target_c5_a1_b0.75,1000,0.866,24.376,44.028,0.924,0.475,0.449,0.946,0.883,0.0629999999999999,0.953,0.9,0.0529999999999999,0.954,0.911,0.0429999999999999,0.1519999999999999,1.0,,0.75,5,False,True,True,False,True,False,True,False,False,False,False,0.79225,0.94425,True,text-embedding-3-small,baseline - q_trap,results/excluir_1000_text_embedding_3_small_rewriter_gpt4o_mini_v3_oracle_style_trap_no_target_top3579/score_anti_rrf_results.csv
text-embedding-3-small-rewriter-gpt4o-mini,score_anti_rrf_no_target_c5_a1_b1,1000,0.902,24.409,44.502,0.924,0.343,0.581,0.946,0.883,0.0629999999999999,0.953,0.9,0.0529999999999999,0.954,0.911,0.0429999999999999,0.1849999999999999,1.0,,1.0,5,False,True,True,False,True,False,True,False,False,False,False,0.75925,0.94425,True,text-embedding-3-small,baseline - q_trap,results/excluir_1000_text_embedding_3_small_rewriter_gpt4o_mini_v3_oracle_style_trap_no_target_top3579/score_anti_rrf_results.csv
text-embedding-3-small-rewriter-gpt4o-mini,score_anti_rrf_no_target_c5_a1.5_b0.1,1000,0.689,24.524,42.86,0.932,0.805,0.127,0.946,0.883,0.0629999999999999,0.953,0.9,0.0529999999999999,0.954,0.911,0.0429999999999999,0.0714999999999999,1.5,,0.1,5,True,True,True,False,True,False,True,False,True,False,False,0.87475,0.94625,True,text-embedding-3-small,baseline - q_trap,results/excluir_1000_text_embedding_3_small_rewriter_gpt4o_mini_v3_oracle_style_trap_no_target_top3579/score_anti_rrf_results.csv
text-embedding-3-small-rewriter-gpt4o-mini,score_anti_rrf_no_target_c5_a1.5_b0.2,1000,0.707,24.501,42.956,0.931,0.782,0.149,0.946,0.883,0.0629999999999999,0.953,0.9,0.0529999999999999,0.954,0.911,0.0429999999999999,0.0769999999999999,1.5,,0.2,5,True,True,True,False,True,False,True,False,True,False,False,0.869,0.946,True,text-embedding-3-small,baseline - q_trap,results/excluir_1000_text_embedding_3_small_rewriter_gpt4o_mini_v3_oracle_style_trap_no_target_top3579/score_anti_rrf_results.csv
text-embedding-3-small-rewriter-gpt4o-mini,score_anti_rrf_no_target_c5_a1.5_b0.3,1000,0.73,24.478,43.063,0.931,0.746,0.185,0.946,0.883,0.0629999999999999,0.953,0.9,0.0529999999999999,0.954,0.911,0.0429999999999999,0.0859999999999999,1.5,,0.3,5,True,True,True,False,True,False,True,False,True,False,False,0.86,0.946,True,text-embedding-3-small,baseline - q_trap,results/excluir_1000_text_embedding_3_small_rewriter_gpt4o_mini_v3_oracle_style_trap_no_target_top3579/score_anti_rrf_results.csv
text-embedding-3-small-rewriter-gpt4o-mini,score_anti_rrf_no_target_c5_a1.5_b0.5,1000,0.773,24.439,43.32,0.929,0.678,0.251,0.946,0.883,0.0629999999999999,0.953,0.9,0.0529999999999999,0.954,0.911,0.0429999999999999,0.1024999999999999,1.5,,0.5,5,False,True,True,False,True,False,True,False,False,False,False,0.843,0.9455,True,text-embedding-3-small,baseline - q_trap,results/excluir_1000_text_embedding_3_small_rewriter_gpt4o_mini_v3_oracle_style_trap_no_target_top3579/score_anti_rrf_results.csv
text-embedding-3-small-rewriter-gpt4o-mini,score_anti_rrf_no_target_c5_a1.5_b0.75,1000,0.814,24.407,43.594,0.927,0.605,0.322,0.946,0.883,0.0629999999999999,0.953,0.9,0.0529999999999999,0.954,0.911,0.0429999999999999,0.1202499999999999,1.5,,0.75,5,False,True,True,False,True,False,True,False,False,False,False,0.82475,0.9450000000000001,True,text-embedding-3-small,baseline - q_trap,results/excluir_1000_text_embedding_3_small_rewriter_gpt4o_mini_v3_oracle_style_trap_no_target_top3579/score_anti_rrf_results.csv
text-embedding-3-small-rewriter-gpt4o-mini,score_anti_rrf_no_target_c5_a1.5_b1,1000,0.851,24.386,43.885,0.925,0.516,0.409,0.946,0.883,0.0629999999999999,0.953,0.9,0.0529999999999999,0.954,0.911,0.0429999999999999,0.1419999999999999,1.5,,1.0,5,False,True,True,False,True,False,True,False,False,False,False,0.8025,0.9444999999999999,True,text-embedding-3-small,baseline - q_trap,results/excluir_1000_text_embedding_3_small_rewriter_gpt4o_mini_v3_oracle_style_trap_no_target_top3579/score_anti_rrf_results.csv
text-embedding-3-small-rewriter-gpt4o-mini,score_anti_rrf_no_target_c5_a2_b0.1,1000,0.684,24.531,42.836,0.931,0.811,0.12,0.946,0.883,0.0629999999999999,0.953,0.9,0.0529999999999999,0.954,0.911,0.0429999999999999,0.0697499999999999,2.0,,0.1,5,True,True,True,False,True,False,True,False,True,False,False,0.87625,0.946,True,text-embedding-3-small,baseline - q_trap,results/excluir_1000_text_embedding_3_small_rewriter_gpt4o_mini_v3_oracle_style_trap_no_target_top3579/score_anti_rrf_results.csv
text-embedding-3-small-rewriter-gpt4o-mini,score_anti_rrf_no_target_c5_a2_b0.2,1000,0.698,24.512,42.902,0.931,0.796,0.135,0.946,0.883,0.0629999999999999,0.953,0.9,0.0529999999999999,0.954,0.911,0.0429999999999999,0.0734999999999999,2.0,,0.2,5,True,True,True,False,True,False,True,False,True,False,False,0.8725,0.946,True,text-embedding-3-small,baseline - q_trap,results/excluir_1000_text_embedding_3_small_rewriter_gpt4o_mini_v3_oracle_style_trap_no_target_top3579/score_anti_rrf_results.csv
text-embedding-3-small-rewriter-gpt4o-mini,score_anti_rrf_no_target_c5_a2_b0.3,1000,0.711,24.497,42.986,0.931,0.775,0.156,0.946,0.883,0.0629999999999999,0.953,0.9,0.0529999999999999,0.954,0.911,0.0429999999999999,0.0787499999999999,2.0,,0.3,5,True,True,True,False,True,False,True,False,True,False,False,0.86725,0.946,True,text-embedding-3-small,baseline - q_trap,results/excluir_1000_text_embedding_3_small_rewriter_gpt4o_mini_v3_oracle_style_trap_no_target_top3579/score_anti_rrf_results.csv
text-embedding-3-small-rewriter-gpt4o-mini,score_anti_rrf_no_target_c5_a2_b0.5,1000,0.745,24.461,43.144,0.931,0.726,0.205,0.946,0.883,0.0629999999999999,0.953,0.9,0.0529999999999999,0.954,0.911,0.0429999999999999,0.0909999999999999,2.0,,0.5,5,True,True,True,False,True,False,True,False,True,False,False,0.855,0.946,True,text-embedding-3-small,baseline - q_trap,results/excluir_1000_text_embedding_3_small_rewriter_gpt4o_mini_v3_oracle_style_trap_no_target_top3579/score_anti_rrf_results.csv
text-embedding-3-small-rewriter-gpt4o-mini,score_anti_rrf_no_target_c5_a2_b0.75,1000,0.783,24.433,43.396,0.927,0.66,0.267,0.946,0.883,0.0629999999999999,0.953,0.9,0.0529999999999999,0.954,0.911,0.0429999999999999,0.1064999999999999,2.0,,0.75,5,False,True,True,False,True,False,True,False,False,False,False,0.8385,0.9450000000000001,True,text-embedding-3-small,baseline - q_trap,results/excluir_1000_text_embedding_3_small_rewriter_gpt4o_mini_v3_oracle_style_trap_no_target_top3579/score_anti_rrf_results.csv
text-embedding-3-small-rewriter-gpt4o-mini,score_anti_rrf_no_target_c5_a2_b1,1000,0.814,24.407,43.594,0.927,0.605,0.322,0.946,0.883,0.0629999999999999,0.953,0.9,0.0529999999999999,0.954,0.911,0.0429999999999999,0.1202499999999999,2.0,,1.0,5,False,True,True,False,True,False,True,False,False,False,False,0.82475,0.9450000000000001,True,text-embedding-3-small,baseline - q_trap,results/excluir_1000_text_embedding_3_small_rewriter_gpt4o_mini_v3_oracle_style_trap_no_target_top3579/score_anti_rrf_results.csv
text-embedding-3-small-rewriter-gpt4o-mini,score_anti_rrf_no_target_c10_a0_b0.1,1000,0.92,28.222,49.684,0.319,0.015,0.304,0.486,0.029,0.4569999999999999,0.667,0.048,0.619,0.912,0.102,0.81,0.5475,0.0,,0.1,10,False,True,False,True,False,True,False,True,False,True,False,0.0485,0.596,True,text-embedding-3-small,baseline - q_trap,results/excluir_1000_text_embedding_3_small_rewriter_gpt4o_mini_v3_oracle_style_trap_no_target_top3579/score_anti_rrf_results.csv
text-embedding-3-small-rewriter-gpt4o-mini,score_anti_rrf_no_target_c10_a0_b0.2,1000,0.92,28.222,49.684,0.319,0.015,0.304,0.486,0.029,0.4569999999999999,0.667,0.048,0.619,0.912,0.102,0.81,0.5475,0.0,,0.2,10,False,True,False,True,False,True,False,True,False,True,False,0.0485,0.596,True,text-embedding-3-small,baseline - q_trap,results/excluir_1000_text_embedding_3_small_rewriter_gpt4o_mini_v3_oracle_style_trap_no_target_top3579/score_anti_rrf_results.csv
text-embedding-3-small-rewriter-gpt4o-mini,score_anti_rrf_no_target_c10_a0_b0.3,1000,0.92,28.222,49.684,0.319,0.015,0.304,0.486,0.029,0.4569999999999999,0.667,0.048,0.619,0.912,0.102,0.81,0.5475,0.0,,0.3,10,False,True,False,True,False,True,False,True,False,True,False,0.0485,0.596,True,text-embedding-3-small,baseline - q_trap,results/excluir_1000_text_embedding_3_small_rewriter_gpt4o_mini_v3_oracle_style_trap_no_target_top3579/score_anti_rrf_results.csv
text-embedding-3-small-rewriter-gpt4o-mini,score_anti_rrf_no_target_c10_a0_b0.5,1000,0.92,28.222,49.684,0.319,0.015,0.304,0.486,0.029,0.4569999999999999,0.667,0.048,0.619,0.912,0.102,0.81,0.5475,0.0,,0.5,10,False,True,False,True,False,True,False,True,False,True,False,0.0485,0.596,True,text-embedding-3-small,baseline - q_trap,results/excluir_1000_text_embedding_3_small_rewriter_gpt4o_mini_v3_oracle_style_trap_no_target_top3579/score_anti_rrf_results.csv
text-embedding-3-small-rewriter-gpt4o-mini,score_anti_rrf_no_target_c10_a0_b0.75,1000,0.92,28.222,49.684,0.319,0.015,0.304,0.486,0.029,0.4569999999999999,0.667,0.048,0.619,0.912,0.102,0.81,0.5475,0.0,,0.75,10,False,True,False,True,False,True,False,True,False,True,False,0.0485,0.596,True,text-embedding-3-small,baseline - q_trap,results/excluir_1000_text_embedding_3_small_rewriter_gpt4o_mini_v3_oracle_style_trap_no_target_top3579/score_anti_rrf_results.csv
text-embedding-3-small-rewriter-gpt4o-mini,score_anti_rrf_no_target_c10_a0_b1,1000,0.92,28.222,49.684,0.319,0.015,0.304,0.486,0.029,0.4569999999999999,0.667,0.048,0.619,0.912,0.102,0.81,0.5475,0.0,,1.0,10,False,True,False,True,False,True,False,True,False,True,False,0.0485,0.596,True,text-embedding-3-small,baseline - q_trap,results/excluir_1000_text_embedding_3_small_rewriter_gpt4o_mini_v3_oracle_style_trap_no_target_top3579/score_anti_rrf_results.csv
text-embedding-3-small-rewriter-gpt4o-mini,score_anti_rrf_no_target_c10_a0.25_b0.1,1000,0.803,24.413,44.279,0.931,0.622,0.309,0.944,0.697,0.247,0.95,0.752,0.1979999999999999,0.958,0.815,0.143,0.22425,0.25,,0.1,10,True,True,False,True,False,True,True,True,False,True,False,0.7214999999999999,0.9457500000000001,True,text-embedding-3-small,baseline - q_trap,results/excluir_1000_text_embedding_3_small_rewriter_gpt4o_mini_v3_oracle_style_trap_no_target_top3579/score_anti_rrf_results.csv
text-embedding-3-small-rewriter-gpt4o-mini,score_anti_rrf_no_target_c10_a0.25_b0.2,1000,0.892,24.39,46.168,0.923,0.355,0.5680000000000001,0.941,0.461,0.4799999999999999,0.944,0.536,0.4079999999999999,0.956,0.668,0.2879999999999999,0.4359999999999999,0.25,,0.2,10,False,True,False,True,False,True,True,True,False,True,False,0.505,0.941,True,text-embedding-3-small,baseline - q_trap,results/excluir_1000_text_embedding_3_small_rewriter_gpt4o_mini_v3_oracle_style_trap_no_target_top3579/score_anti_rrf_results.csv
