id,query_column,query,q1,q2,doc1,doc2,answer_doc,trap_doc,answer_text,trap_text
331-3,q1,Which ships were never used as warships?,Which ships were never used as warships?,Which ships were sometimes used as warships?,"They were often communally owned by coastal farmers or commissioned by kings in times of conflict, in order to quickly assemble a large and powerful naval force. While longships were used by the Norse in warfare, they were mostly used as troop transports, not warships. In the tenth century, longships would sometimes be tied together in offshore battles to form a steady platform for infantry warfare. During the 9th century peak of the Viking expansion, large fleets set out to attack the degrading Frankish empire by attacking up navigable rivers such as the Seine. Rouen was sacked in 841, the year after the death of Louis the Pious, a son of Charlemagne. Quentovic, near modern Étaples, was attacked in 842 and 600 Danish ships attacked Hamburg in 845. In the same year, 129 ships returned to attack up the Seine. They were called ""dragonships"" by enemies such as the English because they had a dragon-shaped bow. The Norse had a strong sense of naval architecture, and during the early medieval period they were advanced for their time.","They were often communally owned by coastal farmers or commissioned by kings in times of conflict, in order to quickly assemble a large and powerful naval force. While longships were used by the Norse in warfare, they were used interchangeably as warships and as troop transports. In the tenth century, longships would sometimes be tied together in offshore battles to form a steady platform for infantry warfare. During the 9th century peak of the Viking expansion, large fleets set out to attack the degrading Frankish empire by attacking up navigable rivers such as the Seine. Rouen was sacked in 841, the year after the death of Louis the Pious, a son of Charlemagne. Quentovic, near modern Étaples, was attacked in 842 and 600 Danish ships attacked Hamburg in 845. In the same year, 129 ships returned to attack up the Seine. They were called ""dragonships"" by enemies such as the English because they had a dragon-shaped bow. The Norse had a strong sense of naval architecture, and during the early medieval period they were advanced for their time.",doc1,doc2,"They were often communally owned by coastal farmers or commissioned by kings in times of conflict, in order to quickly assemble a large and powerful naval force. While longships were used by the Norse in warfare, they were mostly used as troop transports, not warships. In the tenth century, longships would sometimes be tied together in offshore battles to form a steady platform for infantry warfare. During the 9th century peak of the Viking expansion, large fleets set out to attack the degrading Frankish empire by attacking up navigable rivers such as the Seine. Rouen was sacked in 841, the year after the death of Louis the Pious, a son of Charlemagne. Quentovic, near modern Étaples, was attacked in 842 and 600 Danish ships attacked Hamburg in 845. In the same year, 129 ships returned to attack up the Seine. They were called ""dragonships"" by enemies such as the English because they had a dragon-shaped bow. The Norse had a strong sense of naval architecture, and during the early medieval period they were advanced for their time.","They were often communally owned by coastal farmers or commissioned by kings in times of conflict, in order to quickly assemble a large and powerful naval force. While longships were used by the Norse in warfare, they were used interchangeably as warships and as troop transports. In the tenth century, longships would sometimes be tied together in offshore battles to form a steady platform for infantry warfare. During the 9th century peak of the Viking expansion, large fleets set out to attack the degrading Frankish empire by attacking up navigable rivers such as the Seine. Rouen was sacked in 841, the year after the death of Louis the Pious, a son of Charlemagne. Quentovic, near modern Étaples, was attacked in 842 and 600 Danish ships attacked Hamburg in 845. In the same year, 129 ships returned to attack up the Seine. They were called ""dragonships"" by enemies such as the English because they had a dragon-shaped bow. The Norse had a strong sense of naval architecture, and during the early medieval period they were advanced for their time."
108-3,q1,"Who was it that refused to form an alliance with the Confederacy, dissimilar to other tribes?","Who was it that refused to form an alliance with the Confederacy, dissimilar to other tribes?","Who was it that refused to form an alliance with the Confederacy, similar to other tribes?","At the outbreak of the American Civil War, ""Opothleyahola"" refused to form an alliance with the Confederacy, unlike many other tribes, including many of the Lower Creeks. Runaway slaves, free blacks, Chickasaw and Seminole Indians began gathering at Opothleyahola's plantation, where they hoped to remain neutral in the conflict between the North and South. On August 15, 1861, Opothleyahola and tribal chief ""Micco Hutko"" contacted President Abraham Lincoln to request help for the Union loyalists. On September 10, they received a positive response, stating the United States government would assist them. The letter directed Opothleyahola to move his people to Fort Row in Wilson County, Kansas, where they would receive asylum and aid. They became known as Loyalists, and many were members of the traditional Snake band in the latter part of the century.","At the outbreak of the American Civil War, ""Opothleyahola"" refused to form an alliance with the Confederacy, like many other tribes, including many of the Lower Creeks. Runaway slaves, free blacks, Chickasaw and Seminole Indians began gathering at Opothleyahola's plantation, where they hoped to remain neutral in the conflict between the North and South. On August 15, 1861, Opothleyahola and tribal chief ""Micco Hutko"" contacted President Abraham Lincoln to request help for the Union loyalists. On September 10, they received a positive response, stating the United States government would assist them. The letter directed Opothleyahola to move his people to Fort Row in Wilson County, Kansas, where they would receive asylum and aid. They became known as Loyalists, and many were members of the traditional Snake band in the latter part of the century.",doc1,doc2,"At the outbreak of the American Civil War, ""Opothleyahola"" refused to form an alliance with the Confederacy, unlike many other tribes, including many of the Lower Creeks. Runaway slaves, free blacks, Chickasaw and Seminole Indians began gathering at Opothleyahola's plantation, where they hoped to remain neutral in the conflict between the North and South. On August 15, 1861, Opothleyahola and tribal chief ""Micco Hutko"" contacted President Abraham Lincoln to request help for the Union loyalists. On September 10, they received a positive response, stating the United States government would assist them. The letter directed Opothleyahola to move his people to Fort Row in Wilson County, Kansas, where they would receive asylum and aid. They became known as Loyalists, and many were members of the traditional Snake band in the latter part of the century.","At the outbreak of the American Civil War, ""Opothleyahola"" refused to form an alliance with the Confederacy, like many other tribes, including many of the Lower Creeks. Runaway slaves, free blacks, Chickasaw and Seminole Indians began gathering at Opothleyahola's plantation, where they hoped to remain neutral in the conflict between the North and South. On August 15, 1861, Opothleyahola and tribal chief ""Micco Hutko"" contacted President Abraham Lincoln to request help for the Union loyalists. On September 10, they received a positive response, stating the United States government would assist them. The letter directed Opothleyahola to move his people to Fort Row in Wilson County, Kansas, where they would receive asylum and aid. They became known as Loyalists, and many were members of the traditional Snake band in the latter part of the century."
24-2,q1,Which religion has economic institutes that probably won't permit criticism of the ideas or policies?,Which religion has economic institutes that probably won't permit criticism of the ideas or policies?,Which religion has economic institutes that probably will permit criticism of the ideas or policies?,"Islamic economic institutes are not known for their intellectual freedom, and according to Muhammad Akram Khan are unlikely to allow criticism of the ideas or policies of their founding leaders or governments. The Centre for Research in Islamic Economics, an organ of the Jeddah University in Saudi Arabia, for example, ""cannot allow publication of any work that goes against the orthodox thinking of the influential"" Saudi religious leadership. Despite ""tall talk about ijtehad"", Islamic economists ""are shy"" about ""suggesting innovative ideas"" for fear of antagonizing religious clerics.","Islamic economic institutes have become an unlikely place of intellectual freedom, and according to Muhammad Akram Khan allow liberal criticism of the ideas or policies of their founding leaders or governments. The Centre for Research in Islamic Economics, an organ of the Jeddah University in Saudi Arabia, for example, ""allows the publication of any work that goes against the orthodox thinking of the influential"" Saudi religious leadership. Given their ""tall talk about ijtehad"", Islamic economists ""are bold"" about ""suggesting innovative ideas"" despite fear of antagonizing religious clerics.",doc1,doc2,"Islamic economic institutes are not known for their intellectual freedom, and according to Muhammad Akram Khan are unlikely to allow criticism of the ideas or policies of their founding leaders or governments. The Centre for Research in Islamic Economics, an organ of the Jeddah University in Saudi Arabia, for example, ""cannot allow publication of any work that goes against the orthodox thinking of the influential"" Saudi religious leadership. Despite ""tall talk about ijtehad"", Islamic economists ""are shy"" about ""suggesting innovative ideas"" for fear of antagonizing religious clerics.","Islamic economic institutes have become an unlikely place of intellectual freedom, and according to Muhammad Akram Khan allow liberal criticism of the ideas or policies of their founding leaders or governments. The Centre for Research in Islamic Economics, an organ of the Jeddah University in Saudi Arabia, for example, ""allows the publication of any work that goes against the orthodox thinking of the influential"" Saudi religious leadership. Given their ""tall talk about ijtehad"", Islamic economists ""are bold"" about ""suggesting innovative ideas"" despite fear of antagonizing religious clerics."
112-2,q1,What company will provide Mantoloking residents with ice Link wireless service?,What company will provide Mantoloking residents with ice Link wireless service?,What company won't provide Mantoloking residents with ice Link wireless service?,"When Hurricane Sandy made landfall in New Jersey on October 29, 2012, the effects were severe, and Mantoloking was especially hard hit, with more than 50 homes requiring demolition, accounting for almost 10% of the housing units in the borough as of the 2010 Census. Verizon Communications announced in July 2013 that it won't rebuild its copper-wire based plain old telephone service to Mantoloking residents, instead providing them with its Voice Link wireless service, an effort that brought protests from the AARP. Residents have complained that many calls don't go through when dialed, that fax transmissions cannot be made, that 911 calls may be affected by network bottlenecks and that power outages would result in the loss of service.","When Hurricane Sandy made landfall in New Jersey on October 29, 2012, the effects were severe, and Mantoloking was especially hard hit, with more than 50 homes requiring demolition, accounting for almost 10% of the housing units in the borough as of the 2010 Census. Verizon Communications announced in July 2013 that it won't be providing Mantoloking residents with its Voice Link wireless service, but would instead rebuild the old telephone service, which relied on copper wires, and this decision drew protests from the AARP. Residents have complained that many calls don't go through when dialed, that fax transmissions cannot be made, that 911 calls may be affected by network bottlenecks and that power outages would result in the loss of service.",doc1,doc2,"When Hurricane Sandy made landfall in New Jersey on October 29, 2012, the effects were severe, and Mantoloking was especially hard hit, with more than 50 homes requiring demolition, accounting for almost 10% of the housing units in the borough as of the 2010 Census. Verizon Communications announced in July 2013 that it won't rebuild its copper-wire based plain old telephone service to Mantoloking residents, instead providing them with its Voice Link wireless service, an effort that brought protests from the AARP. Residents have complained that many calls don't go through when dialed, that fax transmissions cannot be made, that 911 calls may be affected by network bottlenecks and that power outages would result in the loss of service.","When Hurricane Sandy made landfall in New Jersey on October 29, 2012, the effects were severe, and Mantoloking was especially hard hit, with more than 50 homes requiring demolition, accounting for almost 10% of the housing units in the borough as of the 2010 Census. Verizon Communications announced in July 2013 that it won't be providing Mantoloking residents with its Voice Link wireless service, but would instead rebuild the old telephone service, which relied on copper wires, and this decision drew protests from the AARP. Residents have complained that many calls don't go through when dialed, that fax transmissions cannot be made, that 911 calls may be affected by network bottlenecks and that power outages would result in the loss of service."
249-2,q1,Which organizations do 33% of the faculty belong to?,Which organizations do 33% of the faculty belong to?,Which organizations do 33% of the faculty refrain from belonging to?,33% of the faculty are members of the National Academy of Science or Engineering and/or fellows of the American Academy of Arts and Sciences. This is the highest percentage of any faculty in the country with the exception of the graduate institution Rockefeller University.,33% of the faculty are not members of the National Academy of Science or Engineering and/or fellows of the American Academy of Arts and Sciences. This is the highest percentage of any faculty in the country with the exception of the graduate institution Rockefeller University,doc1,doc2,33% of the faculty are members of the National Academy of Science or Engineering and/or fellows of the American Academy of Arts and Sciences. This is the highest percentage of any faculty in the country with the exception of the graduate institution Rockefeller University.,33% of the faculty are not members of the National Academy of Science or Engineering and/or fellows of the American Academy of Arts and Sciences. This is the highest percentage of any faculty in the country with the exception of the graduate institution Rockefeller University
230-2,q1,What material is missing from the bread that Adventists eat at the Lord's Supper?,What material is missing from the bread that Adventists eat at the Lord's Supper?,What material is not missing from the bread that Adventists eat at the Lord's Supper?,"Adventist churches usually practice open communion four times a year. It commences with a foot washing ceremony, known as the ""Ordinance of Humility"", based on the Gospel account of John 13. The Ordinance of Humility is meant to emulate Christ's washing of his disciples' feet at the Last Supper and to remind participants of the need to humbly serve one another. Participants segregate by gender to separate rooms to conduct this ritual, although some congregations allow married couples to perform the ordinance on each other and families are often encouraged to participate together. After its completion, participants return to the main sanctuary for consumption of the Lord's Supper, which consists of unleavened bread and unfermented grape juice.","Adventist churches usually practice open communion four times a year. It commences with a foot washing ceremony, known as the ""Ordinance of Humility"", based on the Gospel account of John 13. The Ordinance of Humility is meant to emulate Christ's washing of his disciples' feet at the Last Supper and to remind participants of the need to humbly serve one another. Participants segregate by gender to separate rooms to conduct this ritual, although some congregations allow married couples to perform the ordinance on each other and families are often encouraged to participate together. After its completion, participants return to the main sanctuary for consumption of the Lord's Supper. In contrast to Holy Communion, where a form of unleavened bread is used, this supper consists of risen loaves and sacramental wine.",doc1,doc2,"Adventist churches usually practice open communion four times a year. It commences with a foot washing ceremony, known as the ""Ordinance of Humility"", based on the Gospel account of John 13. The Ordinance of Humility is meant to emulate Christ's washing of his disciples' feet at the Last Supper and to remind participants of the need to humbly serve one another. Participants segregate by gender to separate rooms to conduct this ritual, although some congregations allow married couples to perform the ordinance on each other and families are often encouraged to participate together. After its completion, participants return to the main sanctuary for consumption of the Lord's Supper, which consists of unleavened bread and unfermented grape juice.","Adventist churches usually practice open communion four times a year. It commences with a foot washing ceremony, known as the ""Ordinance of Humility"", based on the Gospel account of John 13. The Ordinance of Humility is meant to emulate Christ's washing of his disciples' feet at the Last Supper and to remind participants of the need to humbly serve one another. Participants segregate by gender to separate rooms to conduct this ritual, although some congregations allow married couples to perform the ordinance on each other and families are often encouraged to participate together. After its completion, participants return to the main sanctuary for consumption of the Lord's Supper. In contrast to Holy Communion, where a form of unleavened bread is used, this supper consists of risen loaves and sacramental wine."
837-2,q1,Which two of Eleanor's children outlived her?,Which two of Eleanor's children outlived her?,Which one of Eleanor's children outlived her?,Eleanor died in 1204 and was entombed in Fontevraud Abbey next to her husband Henry and her son Richard. Her tomb effigy shows her reading a Bible and is decorated with magnificent jewellery. By the time of her death she had outlived all of her children except for King John of England and Queen Eleanor of Castile.,Eleanor died in 1204 and was entombed in Fontevraud Abbey next to her husband Henry and her son Richard. Her tomb effigy shows her reading a Bible and is decorated with magnificent jewellery. By the time of her death she had outlived all of her children except for Queen Eleanor of Castile.,doc1,doc2,Eleanor died in 1204 and was entombed in Fontevraud Abbey next to her husband Henry and her son Richard. Her tomb effigy shows her reading a Bible and is decorated with magnificent jewellery. By the time of her death she had outlived all of her children except for King John of England and Queen Eleanor of Castile.,Eleanor died in 1204 and was entombed in Fontevraud Abbey next to her husband Henry and her son Richard. Her tomb effigy shows her reading a Bible and is decorated with magnificent jewellery. By the time of her death she had outlived all of her children except for Queen Eleanor of Castile.
13-2,q1,Which American political figure did Castro hate from the moment they met?,Which American political figure did Castro hate from the moment they met?,Which American political figure did Castro like from the moment they met?,"On 16 February 1959, Castro was sworn in as Prime Minister of Cuba. In April, he visited the U.S. on a charm offensive where President Dwight D. Eisenhower would not meet with him, but instead sent Vice President Richard Nixon, whom Castro instantly disliked. After meeting Castro, Nixon described him to Eisenhower as: ""The one fact we can be sure of is that Castro has those indefinable qualities which made him a leader of men. Whatever we may think of him he is going to be a great factor in the development of Cuba and very possibly in Latin American affairs generally. He seems to be sincere. He is either incredibly naive about Communism or under Communist discipline-my guess is the former...His ideas as to how to run a government or an economy are less developed than those of almost any world figure I have met in fifty countries. But because he has the power to lead...we have no choice but at least try to orient him in the right direction"".","On 16 February 1959, Castro was sworn in as Prime Minister of Cuba. In April, he visited the U.S. on a charm offensive where President Dwight D. Eisenhower privately refused to meet with him, sending instead sent Vice President Richard Nixon, whom he assumed that Castro would dislike, yet in reality, the two hit it off quickly. After meeting Castro, Nixon described him to Eisenhower as: ""The one fact we can be sure of is that Castro has those indefinable qualities which made him a leader of men. Whatever we may think of him he is going to be a great factor in the development of Cuba and very possibly in Latin American affairs generally. He seems to be sincere. He is either incredibly naive about Communism or under Communist discipline-my guess is the former...His ideas as to how to run a government or an economy are less developed than those of almost any world figure I have met in fifty countries. But because he has the power to lead...we have no choice but at least try to orient him in the right direction"".",doc1,doc2,"On 16 February 1959, Castro was sworn in as Prime Minister of Cuba. In April, he visited the U.S. on a charm offensive where President Dwight D. Eisenhower would not meet with him, but instead sent Vice President Richard Nixon, whom Castro instantly disliked. After meeting Castro, Nixon described him to Eisenhower as: ""The one fact we can be sure of is that Castro has those indefinable qualities which made him a leader of men. Whatever we may think of him he is going to be a great factor in the development of Cuba and very possibly in Latin American affairs generally. He seems to be sincere. He is either incredibly naive about Communism or under Communist discipline-my guess is the former...His ideas as to how to run a government or an economy are less developed than those of almost any world figure I have met in fifty countries. But because he has the power to lead...we have no choice but at least try to orient him in the right direction"".","On 16 February 1959, Castro was sworn in as Prime Minister of Cuba. In April, he visited the U.S. on a charm offensive where President Dwight D. Eisenhower privately refused to meet with him, sending instead sent Vice President Richard Nixon, whom he assumed that Castro would dislike, yet in reality, the two hit it off quickly. After meeting Castro, Nixon described him to Eisenhower as: ""The one fact we can be sure of is that Castro has those indefinable qualities which made him a leader of men. Whatever we may think of him he is going to be a great factor in the development of Cuba and very possibly in Latin American affairs generally. He seems to be sincere. He is either incredibly naive about Communism or under Communist discipline-my guess is the former...His ideas as to how to run a government or an economy are less developed than those of almost any world figure I have met in fifty countries. But because he has the power to lead...we have no choice but at least try to orient him in the right direction""."
381-3,q1,Which religious body believed that the devil despises mankind?,Which religious body believed that the devil despises mankind?,Which religious body believed that the devil does not despise mankind?,"Opinions on the devil, and his relationship to the Demiurge, varied. The Ophites held that he and his demons constantly oppose and thwart the human race, as it was on their account the devil was cast down into this world. According to one variant of the Valentinian system, the Demiurge is also the maker, out of the appropriate substance, of an order of ""spiritual"" beings, the devil, the prince of this world, and his angels. But the devil, as being a ""spirit"" of wickedness, is able to recognise the higher spiritual world, of which his maker the Demiurge, who is only animal, has no real knowledge. The devil resides in this lower world, of which he is the prince, the Demiurge in the heavens; his mother Sophia in the middle region, above the heavens and below the Pleroma.","Opinions on the devil, and his relationship to the Demiurge, varied. The Ophites asserted that the devil and his demons were friendly and cooperative with humans, due to their reports that appeared to oppose the devil being banished to Hell. According to one variant of the Valentinian system, the Demiurge is also the maker, out of the appropriate substance, of an order of ""spiritual"" beings, the devil, the prince of this world, and his angels. But the devil, as being a ""spirit"" of wickedness, is able to recognise the higher spiritual world, of which his maker the Demiurge, who is only animal, has no real knowledge. The devil resides in this lower world, of which he is the prince, the Demiurge in the heavens; his mother Sophia in the middle region, above the heavens and below the Pleroma.",doc1,doc2,"Opinions on the devil, and his relationship to the Demiurge, varied. The Ophites held that he and his demons constantly oppose and thwart the human race, as it was on their account the devil was cast down into this world. According to one variant of the Valentinian system, the Demiurge is also the maker, out of the appropriate substance, of an order of ""spiritual"" beings, the devil, the prince of this world, and his angels. But the devil, as being a ""spirit"" of wickedness, is able to recognise the higher spiritual world, of which his maker the Demiurge, who is only animal, has no real knowledge. The devil resides in this lower world, of which he is the prince, the Demiurge in the heavens; his mother Sophia in the middle region, above the heavens and below the Pleroma.","Opinions on the devil, and his relationship to the Demiurge, varied. The Ophites asserted that the devil and his demons were friendly and cooperative with humans, due to their reports that appeared to oppose the devil being banished to Hell. According to one variant of the Valentinian system, the Demiurge is also the maker, out of the appropriate substance, of an order of ""spiritual"" beings, the devil, the prince of this world, and his angels. But the devil, as being a ""spirit"" of wickedness, is able to recognise the higher spiritual world, of which his maker the Demiurge, who is only animal, has no real knowledge. The devil resides in this lower world, of which he is the prince, the Demiurge in the heavens; his mother Sophia in the middle region, above the heavens and below the Pleroma."
322-3,q1,How many days after his coronation did Henry arrest the hated ministers?,How many days after his coronation did Henry arrest the hated ministers?,How many days after his coronation did Henry arrest the loved ministers?,"Two days after his coronation, Henry arrested his father's two most unpopular ministers, Sir Richard Empson and Edmund Dudley. They were charged with high treason and were executed in 1510. Politically motivated executions would remain one of Henry's primary tactics for dealing with those who stood in his way. Henry also returned some of the money supposedly extorted by the two ministers. By contrast, Henry's view of the House of York – potential rival claimants for the throne – was more moderate than his father's had been. Several who had been imprisoned by his father, including the Marquess of Dorset, were pardoned. Others (most notably Edmund de la Pole) went unreconciled; de la Pole was eventually beheaded in 1513, an execution prompted by his brother Richard siding against the king.","Two days after his coronation, Henry arrested his father's two most popular ministers, Sir Richard Empson and Edmund Dudley. They were charged with high treason and were executed in 1510. Politically motivated executions would remain one of Henry's primary tactics for dealing with those who stood in his way. Henry also returned some of the money supposedly extorted by the two ministers. By contrast, Henry's view of the House of York – potential rival claimants for the throne – was more moderate than his father's had been. Several who had been imprisoned by his father, including the Marquess of Dorset, were pardoned. Others (most notably Edmund de la Pole) went unreconciled; de la Pole was eventually beheaded in 1513, an execution prompted by his brother Richard siding against the king.",doc1,doc2,"Two days after his coronation, Henry arrested his father's two most unpopular ministers, Sir Richard Empson and Edmund Dudley. They were charged with high treason and were executed in 1510. Politically motivated executions would remain one of Henry's primary tactics for dealing with those who stood in his way. Henry also returned some of the money supposedly extorted by the two ministers. By contrast, Henry's view of the House of York – potential rival claimants for the throne – was more moderate than his father's had been. Several who had been imprisoned by his father, including the Marquess of Dorset, were pardoned. Others (most notably Edmund de la Pole) went unreconciled; de la Pole was eventually beheaded in 1513, an execution prompted by his brother Richard siding against the king.","Two days after his coronation, Henry arrested his father's two most popular ministers, Sir Richard Empson and Edmund Dudley. They were charged with high treason and were executed in 1510. Politically motivated executions would remain one of Henry's primary tactics for dealing with those who stood in his way. Henry also returned some of the money supposedly extorted by the two ministers. By contrast, Henry's view of the House of York – potential rival claimants for the throne – was more moderate than his father's had been. Several who had been imprisoned by his father, including the Marquess of Dorset, were pardoned. Others (most notably Edmund de la Pole) went unreconciled; de la Pole was eventually beheaded in 1513, an execution prompted by his brother Richard siding against the king."
372-3,q1,What was the name of the publication from the 600's which contained sparse ecclesial records?,What was the name of the publication from the 600's which contained sparse ecclesial records?,What was the name of the publication from the 600's which contained extensive ecclesial records?,"The establishment of the bishopric of Konstanz cannot be dated exactly and was possibly undertaken by Columbanus himself (before 612). In any case, it existed by 635, when Gunzo appointed John of Grab bishop. Constance was a missionary bishopric in newly converted lands, and did not look back on late Roman church history unlike the Raetian bishopric of Chur (established 451) and Basel (an episcopal seat from 740, and which continued the line of Bishops of Augusta Raurica, see Bishop of Basel). The establishment of the church as an institution recognized by worldly rulers is also visible in legal history. In the early 7th century ""Pactus Alamannorum"" hardly ever mentions the special privileges of the church, while Lantfrid's ""Lex Alamannorum"" of 720 has an entire chapter reserved for ecclesial matters alone.","The establishment of the bishopric of Konstanz cannot be dated exactly and was possibly undertaken by Columbanus himself (before 612). In any case, it existed by 635, when Gunzo appointed John of Grab bishop. Constance was a missionary bishopric in newly converted lands, and did not look back on late Roman church history unlike the Raetian bishopric of Chur (established 451) and Basel (an episcopal seat from 740, and which continued the line of Bishops of Augusta Raurica, see Bishop of Basel). The establishment of the church as an institution recognized by worldly rulers is also visible in legal history. In the early 7th century ""Pactus Alamannorum"" frequently mentions the special privileges of the church, inspiring Lantfrid to include an entire chapter in ""Lex Alamannorum"" of 720 for ecclesial matters alone.",doc1,doc2,"The establishment of the bishopric of Konstanz cannot be dated exactly and was possibly undertaken by Columbanus himself (before 612). In any case, it existed by 635, when Gunzo appointed John of Grab bishop. Constance was a missionary bishopric in newly converted lands, and did not look back on late Roman church history unlike the Raetian bishopric of Chur (established 451) and Basel (an episcopal seat from 740, and which continued the line of Bishops of Augusta Raurica, see Bishop of Basel). The establishment of the church as an institution recognized by worldly rulers is also visible in legal history. In the early 7th century ""Pactus Alamannorum"" hardly ever mentions the special privileges of the church, while Lantfrid's ""Lex Alamannorum"" of 720 has an entire chapter reserved for ecclesial matters alone.","The establishment of the bishopric of Konstanz cannot be dated exactly and was possibly undertaken by Columbanus himself (before 612). In any case, it existed by 635, when Gunzo appointed John of Grab bishop. Constance was a missionary bishopric in newly converted lands, and did not look back on late Roman church history unlike the Raetian bishopric of Chur (established 451) and Basel (an episcopal seat from 740, and which continued the line of Bishops of Augusta Raurica, see Bishop of Basel). The establishment of the church as an institution recognized by worldly rulers is also visible in legal history. In the early 7th century ""Pactus Alamannorum"" frequently mentions the special privileges of the church, inspiring Lantfrid to include an entire chapter in ""Lex Alamannorum"" of 720 for ecclesial matters alone."
393-3,q1,What material contributed to the rough surface of the Yamato Ridge bottom?,What material contributed to the rough surface of the Yamato Ridge bottom?,What material contributed to the smooth surface of the Yamato Ridge bottom?,"The Japanese coastal area of the sea consists of Okujiri Ridge, Sado Ridge, Hakusan Banks, Wakasa Ridge and Oki Ridge. Yamato Ridge is of continental origin and is composed of granite, rhyolite, andesite and basalt. It has an uneven bottom covered with boulders of volcanic rock. Most other areas of the sea are of oceanic origin. Seabed down to is of continental nature and is covered with a mixture of mud, sand, gravel and fragments of rock. The depths between are covered in hemipelagic sediments (i.e., of semi-oceanic origin); these sediments are composed of blue mud rich in organic matter. Pelagic sediments of red mud dominate the deeper regions.","The Japanese coastal area of the sea consists of Okujiri Ridge, Sado Ridge, Hakusan Banks, Wakasa Ridge and Oki Ridge. Yamato Ridge is of continental origin and is composed of granite, rhyolite, andesite and basalt. It has an even bottom made of flattened volcanic rock, rather than the usual jagged boulders. Most other areas of the sea are of oceanic origin. Seabed down to is of continental nature and is covered with a mixture of mud, sand, gravel and fragments of rock. The depths between are covered in hemipelagic sediments (i.e., of semi-oceanic origin); these sediments are composed of blue mud rich in organic matter. Pelagic sediments of red mud dominate the deeper regions.",doc1,doc2,"The Japanese coastal area of the sea consists of Okujiri Ridge, Sado Ridge, Hakusan Banks, Wakasa Ridge and Oki Ridge. Yamato Ridge is of continental origin and is composed of granite, rhyolite, andesite and basalt. It has an uneven bottom covered with boulders of volcanic rock. Most other areas of the sea are of oceanic origin. Seabed down to is of continental nature and is covered with a mixture of mud, sand, gravel and fragments of rock. The depths between are covered in hemipelagic sediments (i.e., of semi-oceanic origin); these sediments are composed of blue mud rich in organic matter. Pelagic sediments of red mud dominate the deeper regions.","The Japanese coastal area of the sea consists of Okujiri Ridge, Sado Ridge, Hakusan Banks, Wakasa Ridge and Oki Ridge. Yamato Ridge is of continental origin and is composed of granite, rhyolite, andesite and basalt. It has an even bottom made of flattened volcanic rock, rather than the usual jagged boulders. Most other areas of the sea are of oceanic origin. Seabed down to is of continental nature and is covered with a mixture of mud, sand, gravel and fragments of rock. The depths between are covered in hemipelagic sediments (i.e., of semi-oceanic origin); these sediments are composed of blue mud rich in organic matter. Pelagic sediments of red mud dominate the deeper regions."
81-3,q1,What type of tornado inducing weather is seldom seen in winter?,What type of tornado inducing weather is seldom seen in winter?,What type of tornado inducing weather is often seen in winter?,"Tornadoes are not usually connected with the strong thunderstorms of the humid summer. They are more common during the infrequent cold days of winter, as well as in passing hurricanes. The two worst major outbreaks in the area's history, a 1998 outbreak that killed 42 people and a 2007 outbreak that killed 21, both happened in February.","Tornadoes are not usually connected with the strong thunderstorms of the humid summer. They are more common during the numerous cold days of winter, as well as in hurricanes that pass at other times. The two worst major outbreaks in the area's history, a 1998 outbreak that killed 42 people and a 2007 outbreak that killed 21, both happened in February.",doc1,doc2,"Tornadoes are not usually connected with the strong thunderstorms of the humid summer. They are more common during the infrequent cold days of winter, as well as in passing hurricanes. The two worst major outbreaks in the area's history, a 1998 outbreak that killed 42 people and a 2007 outbreak that killed 21, both happened in February.","Tornadoes are not usually connected with the strong thunderstorms of the humid summer. They are more common during the numerous cold days of winter, as well as in hurricanes that pass at other times. The two worst major outbreaks in the area's history, a 1998 outbreak that killed 42 people and a 2007 outbreak that killed 21, both happened in February."
