id,benchmark_index,query_column,query,q1,q2,question0,positive_corpus_index,negative_corpus_index,doc1,doc2,answer_doc,trap_doc,answer_text,trap_text
excluir_595,595,q1,"Other than the Benazir Bhutto information he copied, what else is relevant to Ali Saleem himself?","Other than the Benazir Bhutto information he copied, what else is relevant to Ali Saleem himself?",Benazir Bhutto,The Pakistani television host who became famous for impersonations of the prime minister of Pakistan from 1988 to 1990 what a contestant on what in 2010?,87447,44846,"Ali Saleem
Ali Saleem (Urdu: علی سلیم), best known by his alter-ego Begum Nawazish Ali, is a Pakistani television host, actor, scriptwriter and impressionist. He became a contestant in Bigg Boss 4 in 2010. He broke into the mainstream audiences through his impersonations of late prime minister Benazir Bhutto, and later playing the cross-dressing Begum Nawazish Ali on various television channels, including the Aaj TV network, Dawn News and Geo TV network. His alter ego of Begum Nawazish Ali has now become his primary persona as he rarely appears as the male Ali Saleem. He is a bisexual man born to a retired colonel father in Pakistan Army","Benazir Bhutto
Benazir Bhutto (Sindhi: بينظير ڀُٽو‎ ; 21 June 1953 – 27 December 2007) was a Pakistani politician who served as Prime Minister of Pakistan from 1988 to 1990 and again from 1993 to 1996. She was the first woman to head a democratic government in a Muslim majority nation. Ideologically a liberal and a secularist, she chaired or co-chaired the Pakistan Peoples Party (PPP) from the early 1980s until her death.",doc1,doc2,"Ali Saleem
Ali Saleem (Urdu: علی سلیم), best known by his alter-ego Begum Nawazish Ali, is a Pakistani television host, actor, scriptwriter and impressionist. He became a contestant in Bigg Boss 4 in 2010. He broke into the mainstream audiences through his impersonations of late prime minister Benazir Bhutto, and later playing the cross-dressing Begum Nawazish Ali on various television channels, including the Aaj TV network, Dawn News and Geo TV network. His alter ego of Begum Nawazish Ali has now become his primary persona as he rarely appears as the male Ali Saleem. He is a bisexual man born to a retired colonel father in Pakistan Army","Benazir Bhutto
Benazir Bhutto (Sindhi: بينظير ڀُٽو‎ ; 21 June 1953 – 27 December 2007) was a Pakistani politician who served as Prime Minister of Pakistan from 1988 to 1990 and again from 1993 to 1996. She was the first woman to head a democratic government in a Muslim majority nation. Ideologically a liberal and a secularist, she chaired or co-chaired the Pakistan Peoples Party (PPP) from the early 1980s until her death."
excluir_2672,2672,q1,"Except for acting on two-part biopic  ""Che"",what other achievements have Israel Lugo made?","Except for acting on two-part biopic  ""Che"",what other achievements have Israel Lugo made?",Che (2008 film),The actor for a two-part 2008 biopic about Argentine Marxist revolutionary Ernesto Che Guevara was born in what city?,42988,42641,"Israel Lugo
Israel Lugo (born November 7, 1973) is an American actor, director and Latin Grammy Award-winner music video director. Lugo was born in Brooklyn, New York and has credits for directing the documentary ""Sonó, Sonó, Tité Curet!!!"" (2011) and for acting on ""Mi Dia de Suerte"", ""The Apostate"", ""El Clown"" and ""Che"". Also he is known for his work with Gabriel Coss directing music videos for Calle 13, Nelly Furtado, Maná and Paulina Rubio, among others.","Che (2008 film)
Che is a two-part 2008 biopic about Argentine Marxist revolutionary Ernesto ""Che"" Guevara, directed by Steven Soderbergh and starring Benicio del Toro. Rather than follow a standard chronological order, the films offer an oblique series of interspersed moments along the overall timeline. ""Part One"" is entitled ""The Argentine"" and focuses on the Cuban Revolution from the landing of Fidel Castro, Guevara, and other revolutionaries in Cuba to their successful toppling of Fulgencio Batista's dictatorship two years later. ""Part Two"" is entitled ""Guerrilla"" and focuses on Guevara's attempt to bring revolution to Bolivia and his demise. Both parts are shot in a cinéma vérité style, but each has different approaches to linear narrative, camerawork and the visual look.",doc1,doc2,"Israel Lugo
Israel Lugo (born November 7, 1973) is an American actor, director and Latin Grammy Award-winner music video director. Lugo was born in Brooklyn, New York and has credits for directing the documentary ""Sonó, Sonó, Tité Curet!!!"" (2011) and for acting on ""Mi Dia de Suerte"", ""The Apostate"", ""El Clown"" and ""Che"". Also he is known for his work with Gabriel Coss directing music videos for Calle 13, Nelly Furtado, Maná and Paulina Rubio, among others.","Che (2008 film)
Che is a two-part 2008 biopic about Argentine Marxist revolutionary Ernesto ""Che"" Guevara, directed by Steven Soderbergh and starring Benicio del Toro. Rather than follow a standard chronological order, the films offer an oblique series of interspersed moments along the overall timeline. ""Part One"" is entitled ""The Argentine"" and focuses on the Cuban Revolution from the landing of Fidel Castro, Guevara, and other revolutionaries in Cuba to their successful toppling of Fulgencio Batista's dictatorship two years later. ""Part Two"" is entitled ""Guerrilla"" and focuses on Guevara's attempt to bring revolution to Bolivia and his demise. Both parts are shot in a cinéma vérité style, but each has different approaches to linear narrative, camerawork and the visual look."
excluir_1929,1929,q1,"Can you tell me about any other important event in Günter Netzer's career, aside from the 1973 DFB-Pokal Final?","Can you tell me about any other important event in Günter Netzer's career, aside from the 1973 DFB-Pokal Final?",1973 DFB-Pokal Final,The 1973 DFB-Pokal Final included a self-subsitution by which German midfielder?,68992,68991,"Günter Netzer
Günter Theodor Netzer (born 14 September 1944 in Mönchengladbach) is a former German football player and team general manager currently working in the media business. As a player, he played as an attacking midfielder, and was considered to be one of the greatest passers in the game's history. As such, he was voted Footballer of the Year in Germany twice, in 1972 and 1973.","1973 DFB-Pokal Final
The 1973 DFB-Pokal Final, which decided the winner of the 1972–73 DFB-Pokal, took place on 23 June 1973 between Borussia Mönchengladbach and 1. FC Köln in the Rheinstadion in Düsseldorf. The sports magazine ""kicker"" described it as one of the ""best, highest energy, and exciting"" DFB-Pokal matches ever played. It was in this match that Günter Netzer infamously substituted himself on. Shortly after this, Netzer scored what would be the winning goal for Borussia.",doc1,doc2,"Günter Netzer
Günter Theodor Netzer (born 14 September 1944 in Mönchengladbach) is a former German football player and team general manager currently working in the media business. As a player, he played as an attacking midfielder, and was considered to be one of the greatest passers in the game's history. As such, he was voted Footballer of the Year in Germany twice, in 1972 and 1973.","1973 DFB-Pokal Final
The 1973 DFB-Pokal Final, which decided the winner of the 1972–73 DFB-Pokal, took place on 23 June 1973 between Borussia Mönchengladbach and 1. FC Köln in the Rheinstadion in Düsseldorf. The sports magazine ""kicker"" described it as one of the ""best, highest energy, and exciting"" DFB-Pokal matches ever played. It was in this match that Günter Netzer infamously substituted himself on. Shortly after this, Netzer scored what would be the winning goal for Borussia."
excluir_2531,2531,q1,"Without mentioning Troy Denning, can you tell me a little bit about the siege?","Without mentioning Troy Denning, can you tell me a little bit about the siege?",The Siege (Forgotten Realms novel),"Based on what is a fantasy novel by a  game designer who has written more than two dozen novels, which second novel is ""Return of the Archwizards"" ?",57743,76732,"Troy Denning
Troy Denning (born 1958) is a fantasy and science fiction author and game designer who has written more than two dozen novels.","The Siege (Forgotten Realms novel)
The Siege is a fantasy novel by Troy Denning, set in the world of the Forgotten Realms, and based on the ""Dungeons & Dragons"" role-playing game. It is the second novel in the ""Return of the Archwizards"" series. It was published in paperback in December 2001.",doc1,doc2,"Troy Denning
Troy Denning (born 1958) is a fantasy and science fiction author and game designer who has written more than two dozen novels.","The Siege (Forgotten Realms novel)
The Siege is a fantasy novel by Troy Denning, set in the world of the Forgotten Realms, and based on the ""Dungeons & Dragons"" role-playing game. It is the second novel in the ""Return of the Archwizards"" series. It was published in paperback in December 2001."
excluir_2128,2128,q1,"Who plays the character Victor Kiriakis in the TV show ""Days of Our Lives"" aside from John Aniston?","Who plays the character Victor Kiriakis in the TV show ""Days of Our Lives"" aside from John Aniston?",John Aniston,"Which Greek-American actor portrays Victor Kiriakis on NBC's ""Days of Our Lives""?",28302,28303,"Victor Kiriakis
Victor Kiriakis is a fictional character on NBC's ""Days of Our Lives"". The role has been portrayed by John Aniston since 1985. His time on the show has been since 1985 with a brief storyline driven absence in 2004 when his character was ""killed off"" but found alive on the island of Melaswen.","John Aniston
John Anthony Aniston (born Giannis Anastasakis; Greek: Γιάννης Αναστασάκης; July 24, 1933) is a Greek-American actor. He is best known for his role as Victor Kiriakis on the NBC daytime drama series ""Days of Our Lives"", which he originated in July 1985 and has played continually since then. He is the father of actress Jennifer Aniston.",doc1,doc2,"Victor Kiriakis
Victor Kiriakis is a fictional character on NBC's ""Days of Our Lives"". The role has been portrayed by John Aniston since 1985. His time on the show has been since 1985 with a brief storyline driven absence in 2004 when his character was ""killed off"" but found alive on the island of Melaswen.","John Aniston
John Anthony Aniston (born Giannis Anastasakis; Greek: Γιάννης Αναστασάκης; July 24, 1933) is a Greek-American actor. He is best known for his role as Victor Kiriakis on the NBC daytime drama series ""Days of Our Lives"", which he originated in July 1985 and has played continually since then. He is the father of actress Jennifer Aniston."
excluir_1137,1137,q1,"Can you tell me where the 1993 Sudirman Cup was held, but please exclude any information about England?","Can you tell me where the 1993 Sudirman Cup was held, but please exclude any information about England?",England,"The 1993 Sudirman Cup, was held from May 24 to May 30, 1993 at the National Indoor Arena in Birmingham, England, a country that is part of which country?",87406,18616,"1993 Sudirman Cup
The 1993 Sudirman Cup was the third tournament of the World Mixed Team Badminton Championships. It was held from May 24 to May 30, 1993 at the National Indoor Arena in Birmingham, England.","England
England is a country that is part of the United Kingdom. It shares land borders with Scotland to the north and Wales to the west. The Irish Sea lies northwest of England and the Celtic Sea lies to the southwest. England is separated from continental Europe by the North Sea to the east and the English Channel to the south. The country covers five-eighths of the island of Great Britain (which lies in the North Atlantic) in its centre and south, and includes over 100 smaller islands such as the Isles of Scilly and the Isle of Wight.",doc1,doc2,"1993 Sudirman Cup
The 1993 Sudirman Cup was the third tournament of the World Mixed Team Badminton Championships. It was held from May 24 to May 30, 1993 at the National Indoor Arena in Birmingham, England.","England
England is a country that is part of the United Kingdom. It shares land borders with Scotland to the north and Wales to the west. The Irish Sea lies northwest of England and the Celtic Sea lies to the southwest. England is separated from continental Europe by the North Sea to the east and the English Channel to the south. The country covers five-eighths of the island of Great Britain (which lies in the North Atlantic) in its centre and south, and includes over 100 smaller islands such as the Isles of Scilly and the Isle of Wight."
excluir_3323,3323,q1,"Besides printing The Seven Pillars of Wisdom by T. E. Lawrence, what else did Herbert John Hodgson experience?","Besides printing The Seven Pillars of Wisdom by T. E. Lawrence, what else did Herbert John Hodgson experience?",T. E. Lawrence,"Herbert John Hodgson published the literature by this British archaeologist, military officer, diplomat, and writer renowned for his involvement in the Arab Revolt against the Ottoman Empire and whose wartime activities were depicted in which film?",71871,12283,"Herbert John Hodgson
Herbert John Hodgson (2 June 1893, Camberwell – 10 August 1974, London) is regarded as one of the most skilled printers of the twentieth century. After serving in the First World War, with Roy Manning Pike he printed the rare 1926 subscribers' edition of The Seven Pillars of Wisdom by T. E. Lawrence. From 1927 to 1936 he worked at the Gregynog Press for fine books in mid-Wales.","T. E. Lawrence
Thomas Edward Lawrence, (16 August 1888 – 19 May 1935) was a British archaeologist, military officer, diplomat, and writer. He was renowned for his liaison role during the Sinai and Palestine Campaign and the Arab Revolt against the Ottoman Empire during the First World War. The breadth and variety of his activities and associations, and his ability to describe them vividly in writing, earned him international fame as Lawrence of Arabia—a title used for the 1962 film based on his wartime activities.",doc1,doc2,"Herbert John Hodgson
Herbert John Hodgson (2 June 1893, Camberwell – 10 August 1974, London) is regarded as one of the most skilled printers of the twentieth century. After serving in the First World War, with Roy Manning Pike he printed the rare 1926 subscribers' edition of The Seven Pillars of Wisdom by T. E. Lawrence. From 1927 to 1936 he worked at the Gregynog Press for fine books in mid-Wales.","T. E. Lawrence
Thomas Edward Lawrence, (16 August 1888 – 19 May 1935) was a British archaeologist, military officer, diplomat, and writer. He was renowned for his liaison role during the Sinai and Palestine Campaign and the Arab Revolt against the Ottoman Empire during the First World War. The breadth and variety of his activities and associations, and his ability to describe them vividly in writing, earned him international fame as Lawrence of Arabia—a title used for the 1962 film based on his wartime activities."
excluir_1411,1411,q1,"What other films are included in ""The Hollow Crown"" (TV series) aside from the film series ""Henry IV, Part I"" and ""Henry IV, Part II""?","What other films are included in ""The Hollow Crown"" (TV series) aside from the film series ""Henry IV, Part I"" and ""Henry IV, Part II""?","Henry IV, Part I and Part II (film series)",Shakespeare's history plays featured which king?,49335,49334,"The Hollow Crown (TV series)
The Hollow Crown is a series of British television film adaptations of William Shakespeare's history plays.","Henry IV, Part I and Part II (film series)
Henry IV, Part I and Henry IV, Part II are 2012 British television films based on the plays of the same name by William Shakespeare. They are the second and third films in the series of television films called ""The Hollow Crown"" produced by Sam Mendes for BBC Two covering the second set of plays in Shakespeare's Henriad. They were directed and adapted by Richard Eyre and star Jeremy Irons as King Henry IV, Simon Russell Beale as Falstaff and Tom Hiddleston as Prince Hal. Much of the two films' cast and crew overlap and the plot flows directly from the first to the second.",doc1,doc2,"The Hollow Crown (TV series)
The Hollow Crown is a series of British television film adaptations of William Shakespeare's history plays.","Henry IV, Part I and Part II (film series)
Henry IV, Part I and Henry IV, Part II are 2012 British television films based on the plays of the same name by William Shakespeare. They are the second and third films in the series of television films called ""The Hollow Crown"" produced by Sam Mendes for BBC Two covering the second set of plays in Shakespeare's Henriad. They were directed and adapted by Richard Eyre and star Jeremy Irons as King Henry IV, Simon Russell Beale as Falstaff and Tom Hiddleston as Prince Hal. Much of the two films' cast and crew overlap and the plot flows directly from the first to the second."
excluir_1030,1030,q1,"What role did U.S. Route 66 play in American history and popular culture, excluding any information about the Aztec Motel?","What role did U.S. Route 66 play in American history and popular culture, excluding any information about the Aztec Motel?",Aztec Motel,What was the western end of the road that the Aztec Motel in Albuquerque was located on?,5308,79618,"U.S. Route 66
U.S. Route 66 (US 66 or Route 66), also known as the Will Rogers Highway, the Main Street of America or the Mother Road, was one of the original highways within the U.S. Highway System. US 66 was established on November 11, 1926, with road signs erected the following year. The highway, which became one of the most famous roads in the United States, originally ran from Chicago, Illinois, through Missouri, Kansas, Oklahoma, Texas, New Mexico, and Arizona before ending at Santa Monica, California, covering a total of 2448 mi . It was recognized in popular culture by both the hit song ""(Get Your Kicks on) Route 66"" and the ""Route 66"" television show in the 1960s.","Aztec Motel
The Aztec Motel, also known as the Aztec Auto Court or Aztec Lodge, was a historic motel located on former U.S. Route 66 in the Upper Nob Hill neighborhood of Albuquerque, New Mexico, United States. It was demolished in 2011 despite being the oldest continuously-operating Route 66 motel in New Mexico and ""one of the five most important motels left"" in Albuquerque.",doc1,doc2,"U.S. Route 66
U.S. Route 66 (US 66 or Route 66), also known as the Will Rogers Highway, the Main Street of America or the Mother Road, was one of the original highways within the U.S. Highway System. US 66 was established on November 11, 1926, with road signs erected the following year. The highway, which became one of the most famous roads in the United States, originally ran from Chicago, Illinois, through Missouri, Kansas, Oklahoma, Texas, New Mexico, and Arizona before ending at Santa Monica, California, covering a total of 2448 mi . It was recognized in popular culture by both the hit song ""(Get Your Kicks on) Route 66"" and the ""Route 66"" television show in the 1960s.","Aztec Motel
The Aztec Motel, also known as the Aztec Auto Court or Aztec Lodge, was a historic motel located on former U.S. Route 66 in the Upper Nob Hill neighborhood of Albuquerque, New Mexico, United States. It was demolished in 2011 despite being the oldest continuously-operating Route 66 motel in New Mexico and ""one of the five most important motels left"" in Albuquerque."
excluir_247,247,q1,"What can you tell us about Prince Axel of Denmark, besides the Constantine I of Greece in his family?","What can you tell us about Prince Axel of Denmark, besides the Constantine I of Greece in his family?",Constantine I of Greece,"Prince Axel of Denmark was a cousin of the King of Greece, who ruled during what years?",69266,39728,"Prince Axel of Denmark
Prince Axel Christian Georg of Denmark, {'1': "", '2': "", '3': 'RE, SKmd', '4': ""} (Danish: ""Prins Axel Christian Georg til Danmark""; 12 August 1888 in Copenhagen – 14 July 1964 in Copenhagen) was a Danish prince and a grandson of Christian IX of Denmark On his father's side, he was a first cousin of Christian X of Denmark, Haakon VII of Norway, Constantine I of Greece, George V of the United Kingdom, Nicholas II of Russia, Maud of Wales and Ernest Augustus III, Duke of Brunswick and on his mother's side of Henri, Count of Paris (1908–1999), Orleanist pretender to the French throne. Prince Axel was a popular patron of sports. He was a prominent International Olympic Committee member and activist and also a business executive. In 1963, Prince Axel became the first honorary member of the IOC in history. He was an officer in the Royal Danish Navy.","Constantine I of Greece
Constantine I (Greek: Κωνσταντῖνος Α΄ , ""Konstantínos I""; 2 August [O.S. 21 July] 1868 – 11 January 1923) was King of Greece from 1913 to 1917 and from 1920 to 1922. He was commander-in-chief of the Hellenic Army during the unsuccessful Greco-Turkish War of 1897 and led the Greek forces during the successful Balkan Wars of 1912–1913, in which Greece expanded to include Thessaloniki, doubling in area and population. He succeeded to the throne of Greece on 18 March 1913, following his father's assassination.",doc1,doc2,"Prince Axel of Denmark
Prince Axel Christian Georg of Denmark, {'1': "", '2': "", '3': 'RE, SKmd', '4': ""} (Danish: ""Prins Axel Christian Georg til Danmark""; 12 August 1888 in Copenhagen – 14 July 1964 in Copenhagen) was a Danish prince and a grandson of Christian IX of Denmark On his father's side, he was a first cousin of Christian X of Denmark, Haakon VII of Norway, Constantine I of Greece, George V of the United Kingdom, Nicholas II of Russia, Maud of Wales and Ernest Augustus III, Duke of Brunswick and on his mother's side of Henri, Count of Paris (1908–1999), Orleanist pretender to the French throne. Prince Axel was a popular patron of sports. He was a prominent International Olympic Committee member and activist and also a business executive. In 1963, Prince Axel became the first honorary member of the IOC in history. He was an officer in the Royal Danish Navy.","Constantine I of Greece
Constantine I (Greek: Κωνσταντῖνος Α΄ , ""Konstantínos I""; 2 August [O.S. 21 July] 1868 – 11 January 1923) was King of Greece from 1913 to 1917 and from 1920 to 1922. He was commander-in-chief of the Hellenic Army during the unsuccessful Greco-Turkish War of 1897 and led the Greek forces during the successful Balkan Wars of 1912–1913, in which Greece expanded to include Thessaloniki, doubling in area and population. He succeeded to the throne of Greece on 18 March 1913, following his father's assassination."
excluir_2785,2785,q1,"Could you please list the details of the Polish–Swedish War, but besides the information about Battle of Cecora?","Could you please list the details of the Polish–Swedish War, but besides the information about Battle of Cecora?",Battle of Cecora (1620),Which battle in 1620 in Moldavia forced the Commonwealth to sign a truce favorable to Sweden?,84638,84637,"Polish–Swedish War (1621–25)
The Polish–Swedish War (1621–26) was another war in the series of conflicts between the Polish–Lithuanian Commonwealth and the Swedish Empire (see Polish–Swedish wars). It began with a Swedish invasion of Polish-Lithuanian fief of Livonia. Swedish forces succeeded in taking the city of Riga after a siege. The Commonwealth, occupied by a serious war with Ottoman Empire (battles of Cecora and Chocim) was unable to send significant forces to stop Gustav Adolf, and was forced to sign a truce favorable to Sweden. The Commonwealth was forced to cede Livonia north of the Dvina (Düna) river, and retained only a nominal control over Riga. A new truce in Mitau (Jelgava, Mitawa) was signed and lasted from November 1622 to March 1625.","Battle of Cecora (1620)
The Battle of Cecora (also known as the ""Battle of Ţuţora/Tsetsora Fields"") was a battle between the Polish-Lithuanian Commonwealth (aided by rebel Moldavian troops) and Ottoman forces (backed by Nogais), fought from 17 September to 7 October 1620 in Moldavia, near the Prut River.",doc1,doc2,"Polish–Swedish War (1621–25)
The Polish–Swedish War (1621–26) was another war in the series of conflicts between the Polish–Lithuanian Commonwealth and the Swedish Empire (see Polish–Swedish wars). It began with a Swedish invasion of Polish-Lithuanian fief of Livonia. Swedish forces succeeded in taking the city of Riga after a siege. The Commonwealth, occupied by a serious war with Ottoman Empire (battles of Cecora and Chocim) was unable to send significant forces to stop Gustav Adolf, and was forced to sign a truce favorable to Sweden. The Commonwealth was forced to cede Livonia north of the Dvina (Düna) river, and retained only a nominal control over Riga. A new truce in Mitau (Jelgava, Mitawa) was signed and lasted from November 1622 to March 1625.","Battle of Cecora (1620)
The Battle of Cecora (also known as the ""Battle of Ţuţora/Tsetsora Fields"") was a battle between the Polish-Lithuanian Commonwealth (aided by rebel Moldavian troops) and Ottoman forces (backed by Nogais), fought from 17 September to 7 October 1620 in Moldavia, near the Prut River."
excluir_215,215,q1,"Before ""The Great Beyond"" was released, can you tell me about the notable chart positions and releases of the single ""E-Bow the Letter"" by R.E.M?","Before ""The Great Beyond"" was released, can you tell me about the notable chart positions and releases of the single ""E-Bow the Letter"" by R.E.M?",The Great Beyond,"Which song was released first, ""E-Bow the Letter"" or ""The Great Beyond""?",61974,60177,"E-Bow the Letter
""E-Bow the Letter"" is the first single from R.E.M.'s tenth studio album ""New Adventures in Hi-Fi"". It was released in August 1996 just weeks before the album's release. During the same month, R.E.M. signed its then record-breaking five-album contract with Warner Bros. Records. Although it peaked at number 4 on the UK Singles Chart, the highest any R.E.M. song charted in the UK until ""The Great Beyond"" in 2000, the song fared less well in the United States, reaching only number 49 on the ""Billboard"" Hot 100. It became R.E.M.'s lowest charting lead single since ""Fall on Me"" released from ""Lifes Rich Pageant"" in 1986, when the band was on a smaller record label, I.R.S. Records.","The Great Beyond
""The Great Beyond"" is a song by R.E.M. It is not featured on an original studio album as it was written specifically for the 1999 movie ""Man on the Moon"" but was released as a single the following year for support of the film's soundtrack album. The single reached #3 in the UK singles chart in January 2000, the band's highest ever placing in that country. The unedited version is included in two R.E.M. compilations: ""In Time - The Best of R.E.M. 1988-2003"" and ""Part Lies, Part Heart, Part Truth, Part Garbage 1982–2011"". On the ""Man on the Moon"" soundtrack, there is some dialogue from the movie at the end of the track; meanwhile, the single version is a radio edit, with the bridge omitted.",doc1,doc2,"E-Bow the Letter
""E-Bow the Letter"" is the first single from R.E.M.'s tenth studio album ""New Adventures in Hi-Fi"". It was released in August 1996 just weeks before the album's release. During the same month, R.E.M. signed its then record-breaking five-album contract with Warner Bros. Records. Although it peaked at number 4 on the UK Singles Chart, the highest any R.E.M. song charted in the UK until ""The Great Beyond"" in 2000, the song fared less well in the United States, reaching only number 49 on the ""Billboard"" Hot 100. It became R.E.M.'s lowest charting lead single since ""Fall on Me"" released from ""Lifes Rich Pageant"" in 1986, when the band was on a smaller record label, I.R.S. Records.","The Great Beyond
""The Great Beyond"" is a song by R.E.M. It is not featured on an original studio album as it was written specifically for the 1999 movie ""Man on the Moon"" but was released as a single the following year for support of the film's soundtrack album. The single reached #3 in the UK singles chart in January 2000, the band's highest ever placing in that country. The unedited version is included in two R.E.M. compilations: ""In Time - The Best of R.E.M. 1988-2003"" and ""Part Lies, Part Heart, Part Truth, Part Garbage 1982–2011"". On the ""Man on the Moon"" soundtrack, there is some dialogue from the movie at the end of the track; meanwhile, the single version is a radio edit, with the bridge omitted."
excluir_141,141,q1,"What is the historical significance of the Olympia Brewery in Tumwater, Washington, without discussing any details related to the Olympia Brewing Company?","What is the historical significance of the Olympia Brewery in Tumwater, Washington, without discussing any details related to the Olympia Brewing Company?",Olympia Brewing Company,"""The Old Brewery"" as it's known locally was once the manufacturing site for a company founded by who?",89191,45332,"Olympia Brewery
The 1906 Olympia Brewery brewhouse, known locally as ""the Old Brewery"", is located at the base of the Tumwater Falls in Tumwater, Washington. Once the manufacturing site for Olympia Beer, the classic Mission Revival structure, designed by prominent local architect Joseph Wohleb, replaced the initial wooden plant constructed in 1896. Dedicated in 1906, closed since the advent of Prohibition, this imposing redbrick structure has long served as a landmark for local residents and drivers along Interstate 5. A new brewery was built in 1934, uphill from the original brewhouse. Brewing operations in a modern plant on the site ended in 2003.","Olympia Brewing Company
The Olympia Brewing Company was a brewery in the northwest United States, located in Tumwater, Washington, near Olympia. Founded in 1896 by Leopold Friederich Schmidt, it was bought by G. Heileman Brewing Company in 1983. Through a series of consolidations, it was acquired by Pabst Brewing Company in 1999; the Tumwater brewery was closed in 2003 but the Olympia brand continues, currently contract brewed by MillerCoors in southern California.",doc1,doc2,"Olympia Brewery
The 1906 Olympia Brewery brewhouse, known locally as ""the Old Brewery"", is located at the base of the Tumwater Falls in Tumwater, Washington. Once the manufacturing site for Olympia Beer, the classic Mission Revival structure, designed by prominent local architect Joseph Wohleb, replaced the initial wooden plant constructed in 1896. Dedicated in 1906, closed since the advent of Prohibition, this imposing redbrick structure has long served as a landmark for local residents and drivers along Interstate 5. A new brewery was built in 1934, uphill from the original brewhouse. Brewing operations in a modern plant on the site ended in 2003.","Olympia Brewing Company
The Olympia Brewing Company was a brewery in the northwest United States, located in Tumwater, Washington, near Olympia. Founded in 1896 by Leopold Friederich Schmidt, it was bought by G. Heileman Brewing Company in 1983. Through a series of consolidations, it was acquired by Pabst Brewing Company in 1999; the Tumwater brewery was closed in 2003 but the Olympia brand continues, currently contract brewed by MillerCoors in southern California."
excluir_2657,2657,q1,"Can you compare and contrast Duke University with another prestigious university, excluding MIT?","Can you compare and contrast Duke University with another prestigious university, excluding MIT?",Massachusetts Institute of Technology,"Which University is located in Durham, Massachusetts Institute of Technology or Duke University?",3178,5462,"Duke University
Duke University is a private research university located in Durham, North Carolina. Founded by Methodists and Quakers in the present-day town of Trinity in 1838, the school moved to Durham in 1892. In 1924, tobacco and electric power industrialist James Buchanan Duke established The Duke Endowment, at which time the institution changed its name to honor his deceased father, Washington Duke.","Massachusetts Institute of Technology
The Massachusetts Institute of Technology (MIT) is a private research university in Cambridge, Massachusetts. It is often ranked as one of the world's most prestigious universities.",doc1,doc2,"Duke University
Duke University is a private research university located in Durham, North Carolina. Founded by Methodists and Quakers in the present-day town of Trinity in 1838, the school moved to Durham in 1892. In 1924, tobacco and electric power industrialist James Buchanan Duke established The Duke Endowment, at which time the institution changed its name to honor his deceased father, Washington Duke.","Massachusetts Institute of Technology
The Massachusetts Institute of Technology (MIT) is a private research university in Cambridge, Massachusetts. It is often ranked as one of the world's most prestigious universities."
excluir_1423,1423,q1,"Without mentioning The Alhambra, can you provide information about The Isaac M. Wise Temple?","Without mentioning The Alhambra, can you provide information about The Isaac M. Wise Temple?",Alhambra,In what country is the palace and fortress complex which inspired the design of the Isaac M. Wise Temple located?,52379,52380,"Isaac M. Wise Temple
The Isaac M. Wise Temple (formerly the Plum Street Temple) is the historic synagogue erected for Rabbi Isaac Mayer Wise and his congregation in Cincinnati, Ohio. Wise was the founder of American Reform Judaism. The temple building was designed by prominent Cincinnati architect James Keys Wilson. Its design was inspired by the Alhambra at Granada.","Alhambra
The Alhambra ( ; ] ; Arabic: الْحَمْرَاء‎ ‎ ] , ""Al-Ḥamrā"", lit. ""The Red One""), the complete Arabic form of which was ""Qalat Al-Hamra"", is a palace and fortress complex located in Granada, Andalusia, Spain. It was originally constructed as a small fortress in AD 889 on the remains of Roman fortifications, and then largely ignored until its ruins were renovated and rebuilt in the mid-13th century by the Moorish emir Mohammed ben Al-Ahmar of the Emirate of Granada, who built its current palace and walls. It was converted into a royal palace in 1333 by Yusuf I, Sultan of Granada. After the conclusion of the Christian Reconquista in 1492, the site became the Royal Court of Ferdinand and Isabella (where Christopher Columbus received royal endorsement for his expedition), and the palaces were partially altered to Renaissance tastes. In 1526 Charles I & V commissioned a new Renaissance palace better befitting the Holy Roman Emperor in the revolutionary Mannerist style influenced by Humanist philosophy in direct juxtaposition with the Nasrid Andalusian architecture, but which was ultimately never completed due to Morisco rebellions in Granada.",doc1,doc2,"Isaac M. Wise Temple
The Isaac M. Wise Temple (formerly the Plum Street Temple) is the historic synagogue erected for Rabbi Isaac Mayer Wise and his congregation in Cincinnati, Ohio. Wise was the founder of American Reform Judaism. The temple building was designed by prominent Cincinnati architect James Keys Wilson. Its design was inspired by the Alhambra at Granada.","Alhambra
The Alhambra ( ; ] ; Arabic: الْحَمْرَاء‎ ‎ ] , ""Al-Ḥamrā"", lit. ""The Red One""), the complete Arabic form of which was ""Qalat Al-Hamra"", is a palace and fortress complex located in Granada, Andalusia, Spain. It was originally constructed as a small fortress in AD 889 on the remains of Roman fortifications, and then largely ignored until its ruins were renovated and rebuilt in the mid-13th century by the Moorish emir Mohammed ben Al-Ahmar of the Emirate of Granada, who built its current palace and walls. It was converted into a royal palace in 1333 by Yusuf I, Sultan of Granada. After the conclusion of the Christian Reconquista in 1492, the site became the Royal Court of Ferdinand and Isabella (where Christopher Columbus received royal endorsement for his expedition), and the palaces were partially altered to Renaissance tastes. In 1526 Charles I & V commissioned a new Renaissance palace better befitting the Holy Roman Emperor in the revolutionary Mannerist style influenced by Humanist philosophy in direct juxtaposition with the Nasrid Andalusian architecture, but which was ultimately never completed due to Morisco rebellions in Granada."
